username,userimage,content,score,thumbsupcount,reviewcreatedversion,at,replycontent,repliedat,appversion,sentiment_score,sentiment
User_5391,,"Been using Uber for years and it used to not be so bad, but it's just awful now. Rides that used to cost me $10 now cost $20, seems like no matter what time or day it is they attempt to push predatory tactics to force you into paying more money. 2pm on a Tuesday? It's busier than usual! My 10 min ride to work is now $50 for the next hour! 10-15 wait time? Nope, the only person in the entire city who's available is 35 mins away, apparently, unless I spend extra money for ""priority pickup.""",2,1,4.554.10001,2024-12-07 06:23:10,,,4.554.10001,-0.6758,negative
User_5396,,Really accurate app,5,0,4.555.10003,2024-12-07 05:58:58,,,4.555.10003,0.0,neutral
User_5405,,Very expensive,3,0,4.555.10003,2024-12-07 05:25:54,,,4.555.10003,0.0,neutral
User_5418,,"Prices have been ridiculous lately and can't get rides, makes it useless",1,0,4.554.10001,2024-12-07 04:22:10,,,4.554.10001,-0.6486,negative
User_5428,,Cheaper than Lyft by a lot,4,0,4.554.10001,2024-12-07 03:45:23,,,4.554.10001,0.0,neutral
User_5438,,Heard about lawsuits and expensive rides so never tried,1,0,,2024-12-07 02:58:56,,,,-0.1531,negative
User_5445,,The app charged me more than the price that was stated.,4,0,4.554.10001,2024-12-07 02:25:16,,,4.554.10001,-0.2023,negative
User_5468,,Rate hike after mentioning lower rate.paid Rs 470 at 7.30 pm and Rs 460 at 11.40 pm,1,0,4.554.10001,2024-12-07 00:56:04,,,4.554.10001,-0.296,negative
User_5472,,"Set pick up point, scroll map, pick up point remains where it was on the screen. A pretty fundamental bug in software that Is supposed to help you meet with drivers. If I could rate 0/5 I would. Near useless.",1,3,4.555.10003,2024-12-07 00:38:56,,,4.555.10003,0.4767,positive
User_5497,,Too personal. But good ride prices,3,0,4.555.10003,2024-12-06 23:30:54,,,4.555.10003,0.5927,positive
User_5502,,Better price than rapido,5,0,4.554.10001,2024-12-06 23:20:25,,,4.554.10001,0.4404,positive
User_5507,,Cost is ridiculous. I'm not going to keep using this for a way to work much longer.,2,0,4.554.10001,2024-12-06 23:12:35,,,4.554.10001,-0.3612,negative
User_5512,,Affordable rides!,5,0,4.553.10000,2024-12-06 22:58:46,,,4.553.10000,0.0,neutral
User_5516,,"on time rides get,,, affordable price",5,0,4.528.10000,2024-12-06 22:53:31,,,4.528.10000,0.0,neutral
User_5550,,Very Good Price,5,0,4.551.10000,2024-12-06 21:46:28,,,4.551.10000,0.4927,positive
User_5562,,Amazing service with affordable pricing,5,0,4.554.10001,2024-12-06 21:22:30,,,4.554.10001,0.5859,positive
User_5580,,I added rs 150 gift card for a trip and after the trip started (costing rs 143) my wallet balance is rs. 7. But when checking the current trip details..it says you need to pay cash. It's so confusing because then you have to wait all the way till the end of the trip for the driver to confirm the payment status. And while checking the wallet section it says that rs 150 was added and is valid till next year. So it means that there is no was to know if your gift card is being used or not.,1,1,4.554.10001,2024-12-06 20:36:02,,,4.554.10001,0.1933,positive
User_5600,,It's amazing but most of my orders especially motorbikes were canceled by the drivers and left me frustrated,5,0,4.555.10003,2024-12-06 20:03:58,,,4.555.10003,-0.4939,negative
User_5604,,Very affordable 👌 top notch service,5,0,4.555.10003,2024-12-06 20:00:16,,,4.555.10003,0.8164,positive
User_5609,,While giving estimate please provide breakup too because drivers always demands entry fee seperately in cash which are also included in your cost.,3,0,4.555.10003,2024-12-06 19:38:45,,,4.555.10003,0.5719,positive
User_5612,,"Simple to use, easy to figure out for beginners but should make the prices more fair 8 out of 10.",4,0,4.533.10001,2024-12-06 19:32:58,,,4.533.10001,0.653,positive
User_5620,,"Years of using this app and it has always been fast to get a taxi, within like 4 mins TOPS but now they randomly added a pay more and get a taxi faster option and now I have waited over 20-30 minutes for a taxi? Yeah that seems legitimate and not like a money grabbing scam at all, it's already way more expensive than any other taxi firm but this is just disgusting.",1,2,4.554.10001,2024-12-06 19:00:26,,,4.554.10001,-0.8338,negative
User_5628,,"Terrible service from Adelaide Airport, taxi prices are 6 times the normal fares. Shifted to using taxis. The cancellations from drivers are immense and terrific.",1,0,4.548.10001,2024-12-06 18:35:50,,,4.548.10001,0.0,neutral
User_5646,,"I am not satisfied with the Uber application. First they made me wait for a long time and then when I cancelled and booked again, they increased the price.",1,0,4.555.10003,2024-12-06 18:00:10,,,4.555.10003,-0.3031,negative
User_5651,,Services and the price which they offer is better than Ola or any other taxi provider.,5,0,4.536.10001,2024-12-06 17:48:13,,,4.536.10001,0.4404,positive
User_5664,,"Very affordable,fast and reliable",5,0,4.547.10001,2024-12-06 17:05:22,,,4.547.10001,0.0,neutral
User_5667,,"I booked my ride for the 1st time with this app and fare was showing 90 rupees, when I reach the destination the driver asked me for 140 rupees. It was not driver's fault, he showed me his phone that in his phone he was showing 140 for the same ride. Kindly solve this type of issues in your app as it creates discripency.. worst experience even in 1st ride using this app..",1,0,,2024-12-06 16:49:28,,,,0.52,positive
User_5674,,High quality services at reasonable prices.,5,0,4.545.10000,2024-12-06 16:38:03,,,4.545.10000,0.0,neutral
User_5680,,"Very accurate, pleasant ride, right on time.",5,0,,2024-12-06 16:31:02,,,,0.5542,positive
User_5683,,"Just flooded with people who do not speak or understand English anymore, prices are higher than before and you can not get real people to help in support anymore . Just went and bought a car tired of dealing with the headaches .",1,0,4.555.10003,2024-12-06 16:28:18,,,4.555.10003,0.3612,positive
User_5686,,"3rd class app . There was a different fare when I booked, a different fare on arrival",1,0,4.555.10003,2024-12-06 16:24:55,,,4.555.10003,0.0,neutral
User_5702,,company need to work on their drivers....they are doing manipulation while customer are booking there driver...when the price is ok for XYZ ride drivers are not pick the ride....but if customers are cancel the ride and book instant for same ride location suddenly drivers pick the ride.....but there's about 100-120 price difference between the last and current ride....this is daily routine of drivers.....and uber don't take any action on their drivers.......worst drivers experience all the time.,1,0,4.555.10003,2024-12-06 15:33:12,,,4.555.10003,-0.25,negative
User_5720,,there no option to connect with support team just ai generated queries and that also not helpful.. I am facing a problem with payment issue but there no way to contact the driver of that specific ride niether there is any option to get my issue resolved.. worst app,1,0,4.555.10003,2024-12-06 14:47:16,,,4.555.10003,-0.8647,negative
User_5746,,why most of bike drivers demands extra money even after high price on uber ??,3,0,4.555.10003,2024-12-06 13:32:01,,,4.555.10003,0.0,neutral
User_5765,,The worst app I have ever used ... Don't show where driver is even change the fare in fraction of second.. waiting time tooo long .... And when driver is to long and we have change our mode of transport then also we have to pay them The worst app,1,2,4.555.10003,2024-12-06 12:45:02,,,4.555.10003,-0.8625,negative
User_5766,,very disappointed. They cheat with me. When I book a car fare shows Rs. 449 but when I reached my destination then fare shows 581. After reaching my destination I paid extra 131 rupees. Fully cheater,1,0,,2024-12-06 12:44:19,,,,-0.7729,negative
User_5767,,Very very nice they always come on time and find drivers very easy in less time but there's only one problem that occurs sometimes that fair price becomes very high as compared to other apps pls work on it otherwise this is the best,4,0,4.546.10002,2024-12-06 12:44:18,,,4.546.10002,0.873,positive
User_5773,,"I have always had a very pleasant experience with Uber as compared to other moto apps. Whether its auto, cabs, suvs or uber package, this has been my preferred transport. They often give me diacounts and fares are far lesser than other app rides.",5,1,4.555.10003,2024-12-06 12:39:28,,,4.555.10003,0.5563,positive
User_5782,,When I go for booking I don't see fare price in my app,5,0,4.554.10001,2024-12-06 12:07:03,,,4.554.10001,0.0,neutral
User_5797,,Nice app and best' price,5,0,4.555.10003,2024-12-06 11:29:11,,,4.555.10003,0.7906,positive
User_5809,,"Uber in India has no standard, especially when it comes to auto booking. They accept and cancel the bookings more faster than the speed of light. They have no sense and they understand no emergency of the passengers. Cancelling my 4 rides after accepting the bookings uber expects me to rate them!!! I would rather walk than taking an uber.",1,3,4.555.10003,2024-12-06 10:52:33,,,4.555.10003,0.264,positive
User_5827,,For me personally Uber is convenient and safe however the only problem I'm facing is that the fare goes up while you in the Uber which doesn't work because what if I only have enough cash as the amount shown when I requested,4,0,4.554.10001,2024-12-06 09:56:32,,,4.554.10001,0.0516,positive
User_5835,,Uber sucks now. they don't hire good workers who care about their rides but hire ones who don't cancel rides so that they can price gouge.,1,0,4.554.10001,2024-12-06 09:37:38,,,4.554.10001,0.1557,positive
User_5852,,"This whole company is sham. Overcharged me over a scooter. I have reached out twice, no response from support. I was charged $23 for riding a scooter for less than 25 mins. That is very overpriced. Yall will not be getting that $23. I'm contacting my bank to dispute the charges and have uber blocked from attempting to take that ridiculous payment amount.",1,0,4.555.10003,2024-12-06 08:49:53,,,4.555.10003,-0.8221,negative
User_5869,,"Drivers accepts the ride and cancel on their own. Often gets late for work.... Don't waste your time waiting for Uber. Better use Rapido. Yes, the price will be a little higher than Uber but still the drivers will arrive on time without canceling the ride. #UBER DO SOMETHING",1,0,4.530.10000,2024-12-06 07:52:17,,,4.530.10000,0.5807,positive
User_5891,,uber changed price from original 🤬,3,0,4.555.10003,2024-12-06 06:11:06,,,4.555.10003,0.3182,positive
User_5894,,Too expensive,1,0,4.544.10000,2024-12-06 05:55:38,,,4.544.10000,0.0,neutral
User_5910,,Too expensive And bad drivers,1,0,4.555.10003,2024-12-06 04:24:26,,,4.555.10003,-0.5423,negative
User_5912,,Gee there seems to be a LOT of 'surge pricing' going on... Greedy scamming bastards,1,0,4.555.10003,2024-12-06 04:13:04,,,4.555.10003,-0.743,negative
User_5916,,"The Uber app is incredibly convenient and reliable! It’s easy to use, with a seamless interface that makes booking a ride quick and hassle-free. I love how I can track my driver in real-time and get an accurate ETA. The payment process is straightforward, and having fare estimates upfront is a huge plus. The drivers are generally professional and friendly, and the availability of different ride options is great for any budget or occasion. Uber has made getting around so much easier.",5,132,4.554.10001,2024-12-06 03:33:35,,,4.554.10001,0.9641,positive
User_5936,,"AVOID AT ALL COSTTheir driver passed me. Passed the person they were paid to pick up. I watched him drive by, no idea where he was going, but it clearly wasn't to me. I watched both the driver and his ""location"" on my Uber app, go past my pick up point. I immediately cancelled and used a different more reliable ride share. Uber charged me $5, for cancelling the trip that I clearly wasn't going to get. Look at their stock price value!! It's decreasing daily because this company is on its way out",1,0,,2024-12-06 02:02:30,,,,0.7247,positive
User_5995,,Very best appp seriously loving theee app fare,5,0,4.554.10001,2024-12-05 22:50:11,,,4.554.10001,0.8141,positive
User_5997,,High prices,4,0,,2024-12-05 22:45:24,,,,0.0,neutral
User_6004,,Very smooth and affordable price.,5,0,4.554.10001,2024-12-05 22:33:02,,,4.554.10001,0.0,neutral
User_6009,,"Increase fare almost every time after ride, that's a deception",2,0,4.553.10000,2024-12-05 22:16:55,,,4.553.10000,-0.1531,negative
User_6013,,"Safe , convenient and affordable 👌",5,0,4.554.10001,2024-12-05 22:02:12,,,4.554.10001,0.8415,positive
User_6021,,Cheap relyable service👍,5,0,4.554.10001,2024-12-05 21:48:54,,,4.554.10001,0.0,neutral
User_6025,,"This Uber Rides App stinks & sucks! Why U may ask?? I used 2 C d price b4 I ride, I could determine how much 2 spend, so I could budget my money, since the update, now I can't! At least w/a restaurant U can still C d price tag 4 food! Another corrupt thing that Uber has done to both the Driver, & d rider! I'm tired of d bull-🤬! It's time some1 does something about this! It used to be a pleasure 2 ride Uber when it was affordable! It's no longer worth it! It's cheaper w/Lyft!🤔🙄🫣🤫",1,0,4.476.10002,2024-12-05 21:42:46,,,4.476.10002,-0.8104,negative
User_6035,,Wonderfull app and trusted drivers and affordable fares,4,0,4.554.10001,2024-12-05 21:00:59,,,4.554.10001,0.4767,positive
User_6044,,"Horrible experience! Scamming money out of customers by showing high fare! Showed a difference of approx Rs.1000 when I booked the cab and when it cab dropped me off. Raised complaint, the difference was paid back to wallet! Why? To get scammed again and use my extra Rs.1000 on uber only? Getting a confirmed order of Rs.1000 again? Raised issue again, They said I will receive refund through payment link to redeem amount in 7 days, it's been 7 days, no amount refunded to my source account!",1,1,4.554.10001,2024-12-05 20:40:35,,,4.554.10001,-0.8627,negative
User_6062,,Amaging experience and too lowest price in other platforms keeptop well done as a user Uber,5,0,4.554.10001,2024-12-05 20:06:12,,,4.554.10001,-0.128,negative
User_6068,,"""I really like the Uber app. I've booked cabs many times and often found that the fare price increased significantly upon reaching the destination. However, whenever I complained about it, I got my money refunded immediately "".",5,0,,2024-12-05 19:57:02,,,,0.4576,positive
User_6095,,"Charging extra fees for nothing, cant order in time, expensive, not worth it",1,0,,2024-12-05 18:49:37,,,,-0.1695,negative
User_6117,,Waste app it is showing long route even for short distance also and price is becoming high because of that. It should have option to select route so that price become dynamic based on distance. Literally pissed off,1,0,4.553.10000,2024-12-05 17:35:29,,,4.553.10000,-0.6597,negative
User_6119,,"Uber is great. Almost the same as when I drove pirate taxi from SFO and San Francisco and was nearly arrested. Yeah, Uber is great. I could go for some Pad Thai right now.",5,0,4.554.10001,2024-12-05 17:33:50,,,4.554.10001,0.8341,positive
User_6126,,I can't give u staring because last ride your driver drunk and abuse language with my family He take charges more otherwise can't stop car Your drivers so bad so poor and cheap family I can't use your this App and suggest my all friends and family This app and drivers are so cheap. This staring use only for post otherwise I can't use Star they are my black day,1,0,,2024-12-05 17:24:31,,,,-0.9226,negative
User_6128,,"Longtime uber user and I've usually had no problems, but a recent ride I had soured my mood towards uber. I booked a ride a day in advance and the price was $21, but I ended up being charged $36 after the ride the next day. Straight up robbed $15 with no refund. Also had an issue where I booked a ride and had 3 drivers cancel on me and had to place a ride AGAIN at a higher price. Makes me reconsider not wanting to use uber if this happens again.",1,1,4.549.10000,2024-12-05 17:21:46,,,4.549.10000,-0.5455,negative
User_6145,,Very good price friendly driver.,5,0,4.554.10001,2024-12-05 16:52:01,,,4.554.10001,0.7688,positive
User_6148,,Worst app. showing different amount to passenger and driver Drivers are canceling the ride due to this and we have to pay the cancelation fee if we don't tell them the price initially they argue at the end of ride and demand extra money. don't use this app ever..,1,1,4.554.10001,2024-12-05 16:42:27,,,4.554.10001,-0.8126,negative
User_6154,,Bad payment charger costly h,1,1,4.554.10001,2024-12-05 16:21:20,,,4.554.10001,-0.5994,negative
User_6169,,Low price and good service,5,0,4.554.10001,2024-12-05 15:34:17,,,4.554.10001,0.2023,positive
User_6184,,Best service at reasonable rate.,5,0,4.553.10000,2024-12-05 14:50:28,,,4.553.10000,0.6369,positive
User_6222,,"Drivers ask for extra besides actual fare, dont cancel the ride from their side, and after 3 to 4 such cancellations, the app doesnt allow us to get rides",3,0,4.555.10003,2024-12-05 13:10:35,,,4.555.10003,0.0191,neutral
User_6225,,Good service in cheaper rates as compared to other services provider,5,0,4.554.10001,2024-12-05 13:06:33,,,4.554.10001,0.4404,positive
User_6226,,Love uber service and fare,5,0,4.554.10001,2024-12-05 13:04:09,,,4.554.10001,0.6369,positive
User_6232,,Worst experience almost 3 to 4 cab drivers cancelled the can again and again not going to use this aap again location fetching is also not acurate and fast,1,0,,2024-12-05 12:58:23,,,,-0.7269,negative
User_6239,,4919 pin today moring 69 fare I paid 200 insted of returning 130 he asked 30 R change Actually he must return 150 230 - 70=130 he paid only 50 R He went,2,0,4.554.10001,2024-12-05 12:37:38,,,4.554.10001,0.0,neutral
User_6249,,"No problem with the driver. Not happy the promo code not accepted as first time user, costing me £5 (45% extra charge). Going to uninstall and use BOLT instead in future",3,0,4.554.10001,2024-12-05 12:10:58,,,4.554.10001,-0.3724,negative
User_6269,,"SEVERAL TIMES TODAY I'VE TRIED TO ORDER AN UBER TAXI AND HIT KEEP GETTING ERRORS ON BOTH THE APP & DESKTOP VERSION. I'M SUPPOSED TO BE TAKING MY 94YR OLD DAD OUT FOR A FAMILY MEAL AND I DON'T KNOW IF ITS, NOT BOOKED AS HAVEN'T HAD A CONFIRMATION TEXT. SUPPOSED TO BE A FAST SERVICE AND CHEAPER THAN REGULAR TAXI''S? QUOTED £170 ONE WAY BETWEEN HULL-MANCHESTER AIRPORT T2! MY LOCAL TAXI COMPANY ONLY QUOTED ME £140 ONE WAY. BUT IF I GO ON A 4MIN TRIP, UBER ARE £1.80 CHEAPER.",1,0,4.554.10001,2024-12-05 11:19:26,,,4.554.10001,-0.331,negative
User_6286,,okay I thought for starters Uber has waiting time costs so why the anymosity by drivers when they have to wait a minute or two. secondly some locations are not picked up by the app and then when you tell the driver you picked the closest to you it becomes an issue.,2,0,,2024-12-05 10:46:33,,,,0.2263,positive
User_6288,,Worst management ever show less price while booking but then driver shows extra payment also then the price in the app also changes according to driver. Rapido charges more fare but no problem like these happens there.,1,1,4.554.10001,2024-12-05 10:36:25,,,4.554.10001,-0.5548,negative
User_6292,,The latest update of one pass is more troubling than helpfull. They only book top rated drivers under it and it's taking minimum 15 min to get any ride confirmed. Plus the drivers are usually more than 8min away. This was supposed to be helpful. Please don't buy Uber one pass.,1,2,4.554.10001,2024-12-05 10:29:40,,,4.554.10001,0.2748,positive
User_6297,,"Depending on the network connectivity and coverage, it might or might not work! Can be unreliable during any circumstance. Caveat Emptor! Update 18-apr-24: The dynamic pricing is pathetically skewed so no drivers want to accept low fare rides for a 30 km distance in the Navi Mumbai area, the app support function is HORRIBLE!!!Update05-DEC-24: Finding an uber is the worst experience now for us, with drivers either cancelling or asking if we can pay them in cash.",1,3,4.555.10003,2024-12-05 10:15:09,"Hey, please note that as the app performs all of it's functions using the internet, it requires a strong internet connection throughout to operate smoothly. Therefore, we request you to stay connected to the internet via a strong and fast connection for the best usage of the Uber app. For any further queries, write to us at t.uber.com/contact",2018-02-07 11:33:17,4.555.10003,-0.8276,negative
User_6300,,"Uber standards for drivers has dropped significantly over the years. I have gotten some very terrible drivers recently. They also keep jacking up the prices seemingly at random. There are four Uber drivers in my immediate area (more than normal) and what is normally a $12 ride got jacked up to $30 out of nowhere. Lyft was 11$ at the same time, so I will be switching, as I use this to commute to work and can't afford the cost of Uber anymore.",1,2,4.554.10001,2024-12-05 10:03:19,,,4.554.10001,-0.5256,negative
User_6304,,"When you schedule a ride in advance, they charge you, then cancel the ride and then charge your a se time for a higher price. Do not trust scheduling in advance. First time trying Uber. After this experience, I recommend going with other ride shares.",1,0,4.554.10001,2024-12-05 09:58:37,,,4.554.10001,-0.0005,neutral
User_6309,,"Uber is completely unprofessional, i had booked and cab and driver cancelled saying he need cash and uber charged me 137rs for the same. After multiple followup they are not updating anything. They don't want to retain there coustomer who have corporate account as well. Completely dump company",1,0,,2024-12-05 09:42:20,,,,-0.8387,negative
User_6317,,Don't increase the price everytime after the ride,2,0,4.554.10001,2024-12-05 09:15:43,,,4.554.10001,-0.2411,negative
User_6342,,"First 4 cars offered unable to book, only when taking the "" luxury option "" at extra cost did booking go through. Bad practice and customer service",2,0,4.554.10001,2024-12-05 08:09:09,,,4.554.10001,-0.5423,negative
User_6376,,Uber is very convenient and affordable.,5,0,,2024-12-05 06:11:55,,,,0.0,neutral
User_6380,,Surge pricing should be illegal. I am not paying quadruple what my ride is worth.,1,1,4.554.10001,2024-12-05 06:05:12,,,4.554.10001,-0.4019,negative
User_6397,,"Drivers are horrible, they coordinate locally to inflate the prices of rides, up to 30 dollars for a short ride even in cheaper areas. Absolutely stay away from this app, their support is also bad. Canceling my membership asap",1,1,4.554.10001,2024-12-05 04:24:44,,,4.554.10001,-0.6486,negative
User_6399,,The drivers keep changing even though the original price ($13.45 or something) and the time (15) were fine. STOP CHANGING THE DRIVER WHEN THE PRICE AND TIME ARE FINE. Stop changing the drivers all the time.,1,0,4.554.10001,2024-12-05 04:18:20,,,4.554.10001,0.128,positive
User_6421,,Affordable,5,0,4.554.10001,2024-12-05 02:57:51,,,4.554.10001,0.0,neutral
User_6430,,"Absolute scam of an app, they abuse the ""fares are slightly (or greatly) increased due to high demand"" even though there is 0 demand, intentionally raising the prices to 5x the normal price mean while they give their drivers NOTHING in comparison to the $50 charge for a 10 minute ride which normal is about $15 MAX. Fed up with this cash grab bs.",1,0,,2024-12-05 02:30:01,,,,-0.8303,negative
User_6435,,They charged me double the price for a ride without me accepting any extra fee and they didn't even have an agent for support. All I could do was look at the frequently asked questions. Double the price of an already expensive ride is not a joke.,1,0,4.553.10000,2024-12-05 02:05:49,,,4.553.10000,-0.2896,negative
User_6453,,"ladrones, me tocó un conductor que no se sabía la ruta y un viaje que me costó 4.500 termino costando 18.000 sabiendo que la culpa la tenía el conductor por no llevar el soporte para el celular en la moto, realizó el reporte en uber y encima le dan la razón al conductor.",1,0,4.554.10001,2024-12-05 01:06:32,,,4.554.10001,-0.5267,negative
User_6472,,"First of all the driver cancelled the ride and waiting period for another to accept. And before booking the ride the price is low but after reaching the destination the final amount is too high without any long traffic or changing the route.Uber has became useless to use, deleting the app and another new users don't use this app. Uber rides are scam",1,3,4.554.10001,2024-12-05 00:08:58,,,4.554.10001,-0.8749,negative
User_6488,,Good reason price for rides,5,0,4.554.10001,2024-12-04 23:35:29,,,4.554.10001,0.4404,positive
User_6494,,"Efficient, driver is professional, cost is reasonable",5,0,4.554.10001,2024-12-04 23:17:27,,,4.554.10001,0.4215,positive
User_6547,,Uber is now like a scam I request a ride with a certain amount then when I reach my destination the price suddenly goes up bad app,1,0,4.553.10000,2024-12-04 21:22:41,,,4.553.10000,-0.5,negative
User_6628,,"I am extremely disappointed with Uber's surge pricing. Recently, I encountered fares that were 50 times higher than normal, which is simply unacceptable. This kind of pricing means that one ride could cover my transportation costs for four days! It's frustrating to see prices skyrocket just when I need a ride the most. I will be reconsidering my options for transportation in the future and may not book an Uber again if this trend continues.",1,65,4.554.10001,2024-12-04 18:49:20,,,4.554.10001,-0.862,negative
User_6632,,Good and affordable ride,5,0,4.554.10001,2024-12-04 18:43:27,,,4.554.10001,0.4404,positive
User_6642,,Good and affordable,4,0,4.554.10001,2024-12-04 18:23:14,,,4.554.10001,0.4404,positive
User_6654,,"Efficient ,reliable and cheaper than taxis",5,0,4.554.10001,2024-12-04 17:25:25,,,4.554.10001,0.4215,positive
User_6690,,Drivers are asking for extra fare than expected amount. Also because of this they are not accepting the ride.,1,0,4.554.10001,2024-12-04 16:09:38,,,4.554.10001,-0.2924,negative
User_6692,,Best cab in cheap,5,0,4.554.10001,2024-12-04 16:08:13,,,4.554.10001,0.6369,positive
User_6694,,Cheapest thqn other...morely get taxi in within 5 minitues rather than ola nd other,5,0,4.554.10001,2024-12-04 16:02:55,,,4.554.10001,0.0,neutral
User_6706,,"The worst support system I've ever seen!! I've tried several times to take help from the support team, but everytime a same guy was there to help me without resolving my problem l.. Saying I've accelerated your concern , no mail support no senior support.. Disgusting apk!",1,1,4.554.10001,2024-12-04 15:43:20,,,4.554.10001,-0.904,negative
User_6741,,Very fast rides and best prices plz 🥺 install don't wait to see reviews,5,0,,2024-12-04 14:29:14,,,,0.6705,positive
User_6746,,GOOD MORNING UBER THANKS FOR PICKING ME UP!!! =) UPDATE: STILL MY GO TO PERSONAL TAXI ...BETTER PRICES VS LYFT,5,0,4.553.10000,2024-12-04 14:08:09,,,4.553.10000,0.9517,positive
User_6756,,Best price,5,0,4.554.10001,2024-12-04 13:54:30,,,4.554.10001,0.6369,positive
User_6806,,Reasonable rate,5,0,4.554.10001,2024-12-04 11:55:31,,,4.554.10001,0.0,neutral
User_6809,,Uber change price after few searches same location....,1,0,,2024-12-04 11:53:04,,,,0.0,neutral
User_6813,,Good price,5,0,4.554.10001,2024-12-04 11:39:16,,,4.554.10001,0.4404,positive
User_6828,,It is very good app but sometimes the fair price is different in riders app. It shows cheap fair price in mine but when the riders arrive he would say that the fair price is not what shown in my phone and charge little bit more amount.,3,0,4.554.10001,2024-12-04 10:51:40,,,4.554.10001,0.8734,positive
User_6852,,Uber no longer shows the fare before boarding on the trip here in Australia.,1,0,4.481.10002,2024-12-04 09:58:13,,,4.481.10002,-0.3597,negative
User_6857,,"Whenever you ask if I want to rate your app now or later, I pick now. And I give a one star rating. Please stop giving us a fake choice.",1,0,4.554.10001,2024-12-04 09:38:00,,,4.554.10001,-0.0772,negative
User_6870,,"Worst service ever, while booking the cab they will show in lower price and after the ride gets over they will charge double the price was mentioned. When you try to contact them they won't listen you also.",1,1,4.554.10001,2024-12-04 08:59:09,,,4.554.10001,-0.743,negative
User_6877,,"Uber is reasonably priced mostly, but can get pretty expensive when low on drivers. They are always reliable, but I just wish that they had a flat rate.",3,0,,2024-12-04 08:27:18,,,,0.7351,positive
User_6885,,Good but Expensive. for Family Travel best package,5,0,4.554.10001,2024-12-04 08:03:08,,,4.554.10001,0.8294,positive
User_6887,,Always accurate ...so far. A great majority of the drivers are very courteous and no problems with their driving. It sure beats the hassle of parking on trips!,5,2,4.554.10001,2024-12-04 07:50:51,,,4.554.10001,0.9154,positive
User_6904,,"Horrible , there is no way to describe issues with account only what they want you to select a 25$ ride cost me 938$ and i can't get by money back. This company should be under review by Google and investigation by police",1,0,4.554.10001,2024-12-04 06:54:30,,,4.554.10001,-0.6597,negative
User_6905,,"It changes price after accepting said price, Uber is purposely secretly trying to make customers pay more than what is agreed to and accepted for route, but after the ride the said price always magically changes to a higher price",1,0,4.554.10001,2024-12-04 06:53:04,,,4.554.10001,0.4019,positive
User_6912,,"Significantly more expensive than other rideshare apps like Didi & legitimate safety concerns not taken seriously - have experienced drivers cancel my trip after I'm already in their car and request I bank transfer them for a ride as they ""already saw my destination and are going that way anyway""...",1,0,4.257.10002,2024-12-04 06:23:19,,,4.257.10002,0.5883,positive
User_6923,,Uber is dishonest and greedy. I'll delete this review when they delete my $175 charge for a ride that ALWAYS costs $17.,1,0,4.554.10001,2024-12-04 05:50:47,,,4.554.10001,-0.7414,negative
User_6928,,Very expensive for a short ride of 20 min......almost $50/ not good,2,0,,2024-12-04 05:41:13,,,,-0.3412,negative
User_6932,,Punctual and reasonable rates,5,0,4.554.10001,2024-12-04 05:16:25,,,4.554.10001,0.0,neutral
User_6934,,"When you deliver a packge if you don't select Express, it can take quite some time, like looking for a driver when you're already at the time of pickup, but expresses the way to go because they don't have any other stops, rides can be expensive at times, or drivers skipping over you because you're not going far enough for their liking, other than those it's fairly decent",4,0,,2024-12-04 05:09:48,,,,0.5472,positive
User_6936,,"Disgusting service. My trip is usually a 5 to 7 quid journey, on a Tuesday night I had to call a family member to pick me up, no one will take the trip and if they do they can cancel on me at any point, I do believe I'm being charged for cancelled trips as well. Drivers should carry out every trip they accept with no way for them to cancel until it is complete, I will no longer be using this pathetic excuse for a service, even if other options cost more, they're not stealing from me at least.",1,3,4.554.10001,2024-12-04 05:05:34,,,4.554.10001,-0.8982,negative
User_6939,,"Is your trip going to cost you $20 or $200? You have no idea as Uber no longer provides price estimates. It might tell you it will give you a quote AFTER you book, but guess what? It doesn't. You literally have no idea what your going to be charged until they charge you!",1,0,4.475.10000,2024-12-04 04:46:27,,,4.475.10000,-0.7905,negative
User_6952,,"super duper uber i love to enjoy ride and very affordable price, pocket friendly every one wants to enjoy your ride with affordable price and good service so download now uber app and ride offers, Fast service, good service and be a part of uber family ❤️😊👍🏻 Jana he Kaha ,Uber Le jaye oha Uber He Saath , Sochane ki kya he baat I love Uber ❤️",5,0,4.552.10000,2024-12-04 04:19:31,,,4.552.10000,0.9872,positive
User_6963,,This past few week finally uber cheaper than Didi. WOW,5,0,4.554.10001,2024-12-04 03:00:15,,,4.554.10001,0.6739,positive
User_6974,,I paused my membership until December 4th for financial reasons. Today is the 3rd...my bank account has been charged the $9.99 renewal fee which I was not prepared for and I'm very unhappy about that! I've contacted support multiple times today via the online submission form. No response yet. So unfair you do not have support via live chat or phone. Desperately need this resolved today. Cancel my membership and refund my $9.99 please ASAP. I'll update my review based on how this is handled.,1,1,4.554.10001,2024-12-04 02:12:46,,,4.554.10001,-0.9042,negative
User_7029,,Best service and with fair price,5,0,4.529.10000,2024-12-03 23:20:57,,,4.529.10000,0.7579,positive
User_7055,,Prices are honest and precise,4,0,4.554.10001,2024-12-03 22:40:13,,,4.554.10001,0.5106,positive
